ESG,Subcategory,Ambition.level,Years,Opportunity,Shortlist (Env.),Shortlist (Soc.),Shortlist (Gov.),Time period,% of total,Priority initiatives,Include? (Y/N), Total estimated cost , Cost based on ambition ,Annual cost,Annual.fixed.cost,Annual.variable.cost,Type of expense,Sources,Comments,ROI group,ROI,Total.value.growing,Total.value.uniform,Type of value dist.,Flag to review,Already pursued by Healius
Governance,Reporting,Fast follower,<5 years,Publicise backdated emissions data,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,Fast follower,<10 years,Publicise backdated emissions data,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Publicise backdated emissions data,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Publicise backdated emissions data,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Publicise backdated emissions data,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Publicise backdated emissions data,0,0,1,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Publicise backdated emissions data,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Publicise backdated emissions data,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,0%,"100,000", -   ,Growing,,
Governance,Reporting,Fast follower,1-3 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<5 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<10 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,1-3 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<5 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<10 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,1-3 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<5 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<10 years,Report on supplier risks (incl. regional risks in supply chains e.g. Xinjiang),0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Aspirational,1-3 years,Adopt SDG reporting standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Aspirational,<5 years,Adopt SDG reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Aspirational,<10 years,Adopt SDG reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Fast follower,1-3 years,Adopt SDG reporting standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Fast follower,<5 years,Adopt SDG reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Fast follower,<10 years,Adopt SDG reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Adopt SDG reporting standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Adopt SDG reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Adopt SDG reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Adopt SDG reporting standards,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Adopt SDG reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Adopt SDG reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SDG standards,Neutral,5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Adopt TCFD reporting standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Adopt TCFD reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Adopt TCFD reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Adopt TCFD reporting standards,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Adopt TCFD reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Adopt TCFD reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with TCFD reporting,Low (+),3%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Adopt GRI reporting standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Adopt GRI reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Adopt GRI reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Adopt GRI reporting standards,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Adopt GRI reporting standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Adopt GRI reporting standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with GRI standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Adopt SASB Accounting Standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Adopt SASB Accounting Standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Adopt SASB Accounting Standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Adopt SASB Accounting Standards,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Adopt SASB Accounting Standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Adopt SASB Accounting Standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 3 FTEs 6 months to develop report with SASB accounting standards,Low (+),5%, -   , -   ,Growing,,
Governance,Reporting,Industry leader,1-3 years,Report scope 3 GHG emissions,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,Industry leader,<5 years,Report scope 3 GHG emissions,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,Industry leader,<10 years,Report scope 3 GHG emissions,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Report scope 3 GHG emissions,0,0,1,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,REGENERATION,<5 years,Report scope 3 GHG emissions,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,REGENERATION,<10 years,Report scope 3 GHG emissions,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,Assumes 5 FTEs for 6 months to measuring scope 3 emissions,Neutral,5%,"105,000", -   ,Growing,,
Governance,Reporting,REGENERATION,1-3 years,Report on biodiversity impacts (task force on nature related financial disclosures),0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<5 years,Report on biodiversity impacts (task force on nature related financial disclosures),0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<10 years,Report on biodiversity impacts (task force on nature related financial disclosures),0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,1-3 years,Report scope 2 GHG emissions,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Fast follower,<5 years,Report scope 2 GHG emissions,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Fast follower,<10 years,Report scope 2 GHG emissions,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Industry leader,1-3 years,Report scope 2 GHG emissions,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Industry leader,<5 years,Report scope 2 GHG emissions,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Industry leader,<10 years,Report scope 2 GHG emissions,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,REGENERATION,1-3 years,Report scope 2 GHG emissions,0,0,1,3,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,REGENERATION,<5 years,Report scope 2 GHG emissions,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,REGENERATION,<10 years,Report scope 2 GHG emissions,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   ,"10,000",Annual,,TBC - currently assumes no cost,Neutral,3%, -   ,"103,000",Uniform,,
Governance,Reporting,Aspirational,1-3 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Aspirational,<5 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Aspirational,<10 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,1-3 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<5 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<10 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,1-3 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<5 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<10 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,1-3 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<5 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<10 years,Regular reporting on sustainability initiatives and tracking against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,0%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,1-3 years,Report on performance against targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<5 years,Report on performance against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Fast follower,<10 years,Report on performance against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,1-3 years,Report on performance against targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<5 years,Report on performance against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,Industry leader,<10 years,Report on performance against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,1-3 years,Report on performance against targets,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<5 years,Report on performance against targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Reporting,REGENERATION,<10 years,Report on performance against targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Environmental,Resource use,Fast follower,1-3 years,Reduce single use plastics,0,0,0,3,30%,,Y,2496000,"748,800","748,800", -   ,"748,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"7,712,640", -   ,Growing,,
Environmental,Resource use,Fast follower,<5 years,Reduce single use plastics,0,0,0,5,30%,,Y,2496000,"748,800","748,800", -   ,"748,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"7,712,640", -   ,Growing,,
Environmental,Resource use,Fast follower,<10 years,Reduce single use plastics,0,0,0,10,30%,,Y,2496000,"748,800","748,800", -   ,"748,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"7,712,640", -   ,Growing,,
Environmental,Resource use,Industry leader,1-3 years,Reduce single use plastics,0,0,0,3,50%,,Y,2496000,"1,248,000","1,248,000", -   ,"1,248,000",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"12,854,400", -   ,Growing,,
Environmental,Resource use,Industry leader,<5 years,Reduce single use plastics,0,0,0,5,50%,,Y,2496000,"1,248,000","1,248,000", -   ,"1,248,000",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"12,854,400", -   ,Growing,,
Environmental,Resource use,Industry leader,<10 years,Reduce single use plastics,0,0,0,10,50%,,Y,2496000,"1,248,000","1,248,000", -   ,"1,248,000",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"12,854,400", -   ,Growing,,
Environmental,Resource use,REGENERATION,1-3 years,Reduce single use plastics,1,0,0,3,80%,,Y,2496000,"1,996,800","1,996,800", -   ,"1,996,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"20,567,040", -   ,Growing,,
Environmental,Resource use,REGENERATION,<5 years,Reduce single use plastics,0,0,0,5,80%,,Y,2496000,"1,996,800","1,996,800", -   ,"1,996,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"20,567,040", -   ,Growing,,
Environmental,Resource use,REGENERATION,<10 years,Reduce single use plastics,0,0,0,10,80%,,Y,2496000,"1,996,800","1,996,800", -   ,"1,996,800",Annual,,"Assumes 1000 single use plastic items per venue per week used, with an additional cost of $0.02 to move to a non-plastic alternative",Low (-),3%,"20,567,040", -   ,Growing,,
Environmental,Resource use,Aspirational,1-3 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,3,50%,,Y,"400,000","200,000","66,667","66,667", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Aspirational,<5 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,5,50%,,Y,"400,000","200,000","40,000","40,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Aspirational,<10 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,10,50%,,Y,"400,000","200,000","20,000","20,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Fast follower,1-3 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,3,50%,,Y,"400,000","200,000","66,667","66,667", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Fast follower,<5 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,5,50%,,Y,"400,000","200,000","40,000","40,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Fast follower,<10 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,10,50%,,Y,"400,000","200,000","20,000","20,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"206,000", -   ,Growing,,
Environmental,Resource use,Industry leader,1-3 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,3,80%,,Y,"400,000","320,000","106,667","106,667", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"329,600", -   ,Growing,,
Environmental,Resource use,Industry leader,<5 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,5,80%,,Y,"400,000","320,000","64,000","64,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"329,600", -   ,Growing,,
Environmental,Resource use,Industry leader,<10 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,10,80%,,Y,"400,000","320,000","32,000","32,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"329,600", -   ,Growing,,
Environmental,Resource use,REGENERATION,1-3 years,"Reduce overall waste volumes (e.g., film to digital)",1,0,0,3,100%,,Y,"400,000","400,000","133,333","133,333", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"412,000", -   ,Growing,,
Environmental,Resource use,REGENERATION,<5 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,5,100%,,Y,"400,000","400,000","80,000","80,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"412,000", -   ,Growing,,
Environmental,Resource use,REGENERATION,<10 years,"Reduce overall waste volumes (e.g., film to digital)",0,0,0,10,100%,,Y,"400,000","400,000","40,000","40,000", -   ,Once off,,"Assumes a cost of $400,000 to digitise film and paper processes",Medium (+),3%,"412,000", -   ,Growing,,
Environmental,Resource use,Hygiene factors,1-3 years,"Reduce water use through water saving fixtures, sensors and rain water",0,0,0,3,0%,,Y,"7,496,875", -   , -   , -   , -   ,Once off,,"Assumes 25 water fixture per facility at a cost of $100 per water saving fixtures, sensors and installation",Medium (+),#N/A, -   ,#N/A,Uniform,,
Environmental,Resource use,Hygiene factors,<5 years,"Reduce water use through water saving fixtures, sensors and rain water",0,0,0,5,0%,,Y,"7,496,875", -   , -   , -   , -   ,Once off,,"Assumes 25 water fixture per facility at a cost of $100 per water saving fixtures, sensors and installation",Medium (+),#N/A, -   ,#N/A,Uniform,,
Environmental,Resource use,Hygiene factors,<10 years,"Reduce water use through water saving fixtures, sensors and rain water",0,0,0,10,0%,,Y,"7,496,875", -   , -   , -   , -   ,Once off,,"Assumes 25 water fixture per facility at a cost of $100 per water saving fixtures, sensors and installation",Medium (+),#N/A, -   ,#N/A,Uniform,,
Environmental,Resource use,Quick wins,1-3 years,"Reduce water use through water saving fixtures, sensors and rain water",0,0,0,3,0%,,Y,"7,496,875", -   , -   , -   , -   ,Once off,,"Assumes 25 water fixture per facility at a cost of $100 per water saving fixtures, sensors and installation",Medium (+),#N/A, -   ,#N/A,Uniform,,
Environmental,Resource use,Quick wins,<5 years,"Reduce water use through water saving fixtures, sensors and rain water",0,0,0,5,0%,,Y,"7,496,875", -   , -   , -   , -   ,Once off,,"Assumes 25 water fixture per facility at a cost of $100 per water saving fixtures, sensors and installation",Medium (+),#N/A, -   ,#N/A,Uniform,,
